"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","4/45","105/8535",0.0380952380952381,7.22539682539683,4.67279397355914,0.00218746648891999,0.339057305782599,0.339057305782599,"1357/1303/1293/255631",4
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","3/45","105/8535",0.0285714285714286,5.41904761904762,3.31694503375539,0.0176640429387865,0.548278589026336,0.548278589026336,"84433/4050/7124",3
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","5/45","300/8535",0.0166666666666667,3.16111111111111,2.77418010492336,0.0200801063312539,0.548278589026336,0.548278589026336,"4804/7424/3481/4217/7124",5
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","3/45","119/8535",0.0252100840336134,4.78151260504202,3.02423058125774,0.024522870518481,0.548278589026336,0.548278589026336,"7424/4217/7124",3
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","5/45","362/8535",0.0138121546961326,2.61970534069982,2.29259996287401,0.0406434867541817,0.548278589026336,0.548278589026336,"4804/63923/7424/1293/3481",5
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/45","66/8535",0.0303030303030303,5.74747474747475,2.81868987658959,0.0471209058902418,0.548278589026336,0.548278589026336,"6097/7124",2
"hsa03265","Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","1/45","12/8535",0.0833333333333333,15.8055555555556,3.73635229182885,0.0615045723508897,0.548278589026336,0.548278589026336,"4804",1
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","4/45","298/8535",0.0134228187919463,2.54586129753915,1.97752896936696,0.0709457706720892,0.548278589026336,0.548278589026336,"4804/7293/4050/7124",4
"hsa00533","Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","1/45","14/8535",0.0714285714285714,13.547619047619,3.42065119299588,0.0713891832418605,0.548278589026336,0.548278589026336,"8534",1
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","3/45","184/8535",0.016304347826087,3.09239130434783,2.08886949262921,0.0723795862010209,0.548278589026336,0.548278589026336,"9423/25791/54437",3
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/45","15/8535",0.0666666666666667,12.6444444444444,3.28604371290218,0.0762932422436352,0.548278589026336,0.548278589026336,"6489",1
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","2/45","88/8535",0.0227272727272727,4.31060606060606,2.27261739111359,0.0782429776741171,0.548278589026336,0.548278589026336,"7035/5104",2
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","2/45","89/8535",0.0224719101123595,4.26217228464419,2.25219032996814,0.0797809125794992,0.548278589026336,0.548278589026336,"63923/1293",2
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","1/45","16/8535",0.0625,11.8541666666667,3.16366798139233,0.0811719751191085,0.548278589026336,0.548278589026336,"4128",1
"hsa00603","Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/45","16/8535",0.0625,11.8541666666667,3.16366798139233,0.0811719751191085,0.548278589026336,0.548278589026336,"6489",1
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","3/45","198/8535",0.0151515151515152,2.87373737373737,1.94207118588204,0.0858904995723634,0.548278589026336,0.548278589026336,"4804/8013/4613",3
