"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","15/100","370/8535",0.0405405405405405,3.46013513513514,5.26763296505042,2.35942878192249e-05,0.00507277188113335,0.00496721848825787,"2563/3352/3357/2917/5618/7432/7434/1129/7425/2902/5031/57105/283869/2901/718",15
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","8/100","157/8535",0.0509554140127389,4.34904458598726,4.61141654437595,0.00048719913151556,0.0523739066379227,0.051284119106901,"23418/25937/5522/51176/2246/5521/5054/1741",8
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","10/100","254/8535",0.0393700787401575,3.36023622047244,4.15781070048028,0.000750364051373803,0.0537760903484559,0.0526571264121967,"3357/5136/7852/2250/56034/2246/1129/2902/57105/8913",10
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","12/100","362/8535",0.0331491712707182,2.8292817679558,3.87237954586838,0.00102053024405574,0.0548535006179962,0.053712118108197,"3914/5522/6696/2250/56034/5618/2246/5521/1129/5649/6850/3679",12
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","8/100","232/8535",0.0344827586206897,2.94310344827586,3.26705293876787,0.00573672962177689,0.246679373736406,0.241546510390606,"7852/2250/56034/2246/10788/1129/6387/3679",8
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","4/100","73/8535",0.0547945205479452,4.67671232876712,3.43493360410803,0.0104165987003957,0.353319256565531,0.345967448289381,"2250/56034/2246/1029",4
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","5/100","116/8535",0.0431034482758621,3.67887931034483,3.16290147479076,0.0115034176556219,0.353319256565531,0.345967448289381,"5337/2917/2902/50944/2901",5
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","9/100","333/8535",0.027027027027027,2.30675675675676,2.64844381702477,0.0158445065106336,0.368250513560978,0.360588018174765,"3914/5522/6696/5521/5649/1741/3679/2308/84667",9
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","7/100","226/8535",0.0309734513274336,2.64358407079646,2.72650023481488,0.0166166621055982,0.368250513560978,0.360588018174765,"3352/5337/7432/7434/1129/2902/478",7
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","4/100","88/8535",0.0454545454545455,3.87954545454545,2.9562952336437,0.0195499473212514,0.368250513560978,0.360588018174765,"3426/5054/716/718",4
