from	to	combined_score
9606.ENSP00000261368	9606.ENSP00000281043	413
9606.ENSP00000261368	9606.ENSP00000281043	413
9606.ENSP00000266744	9606.ENSP00000281043	452
9606.ENSP00000266744	9606.ENSP00000281043	452
9606.ENSP00000274255	9606.ENSP00000281043	593
9606.ENSP00000274255	9606.ENSP00000281043	593
9606.ENSP00000052754	9606.ENSP00000284987	543
9606.ENSP00000052754	9606.ENSP00000284987	543
9606.ENSP00000228682	9606.ENSP00000284987	420
9606.ENSP00000228682	9606.ENSP00000284987	420
9606.ENSP00000245479	9606.ENSP00000284987	675
9606.ENSP00000245479	9606.ENSP00000284987	675
9606.ENSP00000268070	9606.ENSP00000284987	912
9606.ENSP00000268070	9606.ENSP00000284987	912
9606.ENSP00000274181	9606.ENSP00000284987	913
9606.ENSP00000274181	9606.ENSP00000284987	913
9606.ENSP00000274487	9606.ENSP00000284987	912
9606.ENSP00000274487	9606.ENSP00000284987	912
9606.ENSP00000052754	9606.ENSP00000287020	433
9606.ENSP00000052754	9606.ENSP00000287020	433
9606.ENSP00000221496	9606.ENSP00000287020	476
9606.ENSP00000221496	9606.ENSP00000287020	476
9606.ENSP00000245479	9606.ENSP00000287020	418
9606.ENSP00000245479	9606.ENSP00000287020	418
9606.ENSP00000238558	9606.ENSP00000287474	453
9606.ENSP00000238558	9606.ENSP00000287474	453
9606.ENSP00000245479	9606.ENSP00000290552	446
9606.ENSP00000245479	9606.ENSP00000290552	446
9606.ENSP00000245457	9606.ENSP00000296522	500
9606.ENSP00000245457	9606.ENSP00000296522	500
9606.ENSP00000263650	9606.ENSP00000296632	499
9606.ENSP00000263650	9606.ENSP00000296632	499
9606.ENSP00000282356	9606.ENSP00000296632	576
9606.ENSP00000282356	9606.ENSP00000296632	576
9606.ENSP00000280082	9606.ENSP00000298097	467
9606.ENSP00000280082	9606.ENSP00000298097	467
9606.ENSP00000202556	9606.ENSP00000299163	800
9606.ENSP00000202556	9606.ENSP00000299163	800
9606.ENSP00000244050	9606.ENSP00000301459	648
9606.ENSP00000244050	9606.ENSP00000301459	648
9606.ENSP00000262713	9606.ENSP00000301459	419
9606.ENSP00000262713	9606.ENSP00000301459	419
9606.ENSP00000217086	9606.ENSP00000302251	455
9606.ENSP00000217086	9606.ENSP00000302251	455
9606.ENSP00000266744	9606.ENSP00000302251	427
9606.ENSP00000266744	9606.ENSP00000302251	427
9606.ENSP00000290552	9606.ENSP00000302251	575
9606.ENSP00000290552	9606.ENSP00000302251	575
9606.ENSP00000052754	9606.ENSP00000304408	931
9606.ENSP00000052754	9606.ENSP00000304408	931
9606.ENSP00000231061	9606.ENSP00000304408	942
9606.ENSP00000231061	9606.ENSP00000304408	942
9606.ENSP00000245479	9606.ENSP00000304408	472
9606.ENSP00000245479	9606.ENSP00000304408	472
9606.ENSP00000284987	9606.ENSP00000304408	449
9606.ENSP00000284987	9606.ENSP00000304408	449
9606.ENSP00000272369	9606.ENSP00000304956	462
9606.ENSP00000272369	9606.ENSP00000304956	462
9606.ENSP00000294454	9606.ENSP00000305924	404
9606.ENSP00000294454	9606.ENSP00000305924	404
9606.ENSP00000226279	9606.ENSP00000306523	704
9606.ENSP00000226279	9606.ENSP00000306523	704
9606.ENSP00000280082	9606.ENSP00000306881	719
9606.ENSP00000280082	9606.ENSP00000306881	719
9606.ENSP00000052754	9606.ENSP00000307046	947
9606.ENSP00000052754	9606.ENSP00000307046	947
9606.ENSP00000212355	9606.ENSP00000307046	511
9606.ENSP00000212355	9606.ENSP00000307046	511
9606.ENSP00000226218	9606.ENSP00000307046	727
9606.ENSP00000226218	9606.ENSP00000307046	727
9606.ENSP00000247986	9606.ENSP00000307046	435
9606.ENSP00000247986	9606.ENSP00000307046	435
9606.ENSP00000245479	9606.ENSP00000307900	415
9606.ENSP00000245479	9606.ENSP00000307900	415
9606.ENSP00000253778	9606.ENSP00000307900	950
9606.ENSP00000253778	9606.ENSP00000307900	950
9606.ENSP00000264360	9606.ENSP00000308725	437
9606.ENSP00000264360	9606.ENSP00000308725	437
9606.ENSP00000261200	9606.ENSP00000309741	422
9606.ENSP00000261200	9606.ENSP00000309741	422
9606.ENSP00000233156	9606.ENSP00000309790	462
9606.ENSP00000233156	9606.ENSP00000309790	462
9606.ENSP00000284770	9606.ENSP00000310111	417
9606.ENSP00000284770	9606.ENSP00000310111	417
9606.ENSP00000245323	9606.ENSP00000311165	435
9606.ENSP00000245323	9606.ENSP00000311165	435
9606.ENSP00000228682	9606.ENSP00000311825	483
9606.ENSP00000228682	9606.ENSP00000311825	483
9606.ENSP00000282111	9606.ENSP00000311825	884
9606.ENSP00000282111	9606.ENSP00000311825	884
9606.ENSP00000295225	9606.ENSP00000311825	513
9606.ENSP00000295225	9606.ENSP00000311825	513
9606.ENSP00000301459	9606.ENSP00000311825	415
9606.ENSP00000301459	9606.ENSP00000311825	415
9606.ENSP00000257572	9606.ENSP00000314132	654
9606.ENSP00000257572	9606.ENSP00000314132	654
9606.ENSP00000011292	9606.ENSP00000315465	539
9606.ENSP00000011292	9606.ENSP00000315465	539
9606.ENSP00000295225	9606.ENSP00000315465	463
9606.ENSP00000295225	9606.ENSP00000315465	463
9606.ENSP00000245323	9606.ENSP00000317128	431
9606.ENSP00000245323	9606.ENSP00000317128	431
9606.ENSP00000245479	9606.ENSP00000317333	415
9606.ENSP00000245479	9606.ENSP00000317333	415
9606.ENSP00000266744	9606.ENSP00000317333	940
9606.ENSP00000266744	9606.ENSP00000317333	940
9606.ENSP00000290552	9606.ENSP00000317333	403
9606.ENSP00000290552	9606.ENSP00000317333	403
9606.ENSP00000302251	9606.ENSP00000317333	482
9606.ENSP00000302251	9606.ENSP00000317333	482
9606.ENSP00000304408	9606.ENSP00000318234	555
9606.ENSP00000304408	9606.ENSP00000318234	555
9606.ENSP00000317333	9606.ENSP00000319096	412
9606.ENSP00000317333	9606.ENSP00000319096	412
9606.ENSP00000317128	9606.ENSP00000319254	462
9606.ENSP00000317128	9606.ENSP00000319254	462
9606.ENSP00000253778	9606.ENSP00000319501	568
9606.ENSP00000253778	9606.ENSP00000319501	568
9606.ENSP00000228682	9606.ENSP00000322804	961
9606.ENSP00000228682	9606.ENSP00000322804	961
9606.ENSP00000172229	9606.ENSP00000323588	537
9606.ENSP00000172229	9606.ENSP00000323588	537
9606.ENSP00000217086	9606.ENSP00000323588	994
9606.ENSP00000217086	9606.ENSP00000323588	994
9606.ENSP00000222598	9606.ENSP00000323588	568
9606.ENSP00000222598	9606.ENSP00000323588	568
9606.ENSP00000226218	9606.ENSP00000323588	465
9606.ENSP00000226218	9606.ENSP00000323588	465
9606.ENSP00000228682	9606.ENSP00000323588	653
9606.ENSP00000228682	9606.ENSP00000323588	653
9606.ENSP00000228872	9606.ENSP00000323588	463
9606.ENSP00000228872	9606.ENSP00000323588	463
9606.ENSP00000244050	9606.ENSP00000323588	696
9606.ENSP00000244050	9606.ENSP00000323588	696
9606.ENSP00000257770	9606.ENSP00000323588	721
9606.ENSP00000257770	9606.ENSP00000323588	721
9606.ENSP00000266744	9606.ENSP00000323588	793
9606.ENSP00000266744	9606.ENSP00000323588	793
9606.ENSP00000272369	9606.ENSP00000323588	519
9606.ENSP00000272369	9606.ENSP00000323588	519
9606.ENSP00000281043	9606.ENSP00000323588	796
9606.ENSP00000281043	9606.ENSP00000323588	796
9606.ENSP00000282111	9606.ENSP00000323588	483
9606.ENSP00000282111	9606.ENSP00000323588	483
9606.ENSP00000290552	9606.ENSP00000323588	410
9606.ENSP00000290552	9606.ENSP00000323588	410
9606.ENSP00000301459	9606.ENSP00000323588	513
9606.ENSP00000301459	9606.ENSP00000323588	513
9606.ENSP00000302251	9606.ENSP00000323588	589
9606.ENSP00000302251	9606.ENSP00000323588	589
9606.ENSP00000311825	9606.ENSP00000323588	537
9606.ENSP00000311825	9606.ENSP00000323588	537
9606.ENSP00000317333	9606.ENSP00000323588	735
9606.ENSP00000317333	9606.ENSP00000323588	735
9606.ENSP00000052754	9606.ENSP00000325146	509
9606.ENSP00000052754	9606.ENSP00000325146	509
9606.ENSP00000304408	9606.ENSP00000325146	779
9606.ENSP00000304408	9606.ENSP00000325146	779
9606.ENSP00000222573	9606.ENSP00000327290	967
9606.ENSP00000222573	9606.ENSP00000327290	967
9606.ENSP00000226218	9606.ENSP00000327290	745
9606.ENSP00000226218	9606.ENSP00000327290	745
9606.ENSP00000304408	9606.ENSP00000327290	426
9606.ENSP00000304408	9606.ENSP00000327290	426
9606.ENSP00000216832	9606.ENSP00000328992	425
9606.ENSP00000216832	9606.ENSP00000328992	425
9606.ENSP00000222644	9606.ENSP00000329797	923
9606.ENSP00000222644	9606.ENSP00000329797	923
9606.ENSP00000278198	9606.ENSP00000329797	463
9606.ENSP00000278198	9606.ENSP00000329797	463
9606.ENSP00000286353	9606.ENSP00000331062	420
9606.ENSP00000286353	9606.ENSP00000331062	420
9606.ENSP00000245323	9606.ENSP00000332118	999
9606.ENSP00000245323	9606.ENSP00000332118	999
9606.ENSP00000245479	9606.ENSP00000332118	414
9606.ENSP00000245479	9606.ENSP00000332118	414
9606.ENSP00000220913	9606.ENSP00000332194	451
9606.ENSP00000220913	9606.ENSP00000332194	451
9606.ENSP00000257770	9606.ENSP00000332194	412
9606.ENSP00000257770	9606.ENSP00000332194	412
9606.ENSP00000262713	9606.ENSP00000332194	608
9606.ENSP00000262713	9606.ENSP00000332194	608
9606.ENSP00000272369	9606.ENSP00000332194	632
9606.ENSP00000272369	9606.ENSP00000332194	632
9606.ENSP00000282111	9606.ENSP00000332194	900
9606.ENSP00000282111	9606.ENSP00000332194	900
9606.ENSP00000309790	9606.ENSP00000332194	710
9606.ENSP00000309790	9606.ENSP00000332194	710
9606.ENSP00000323588	9606.ENSP00000332256	476
9606.ENSP00000323588	9606.ENSP00000332256	476
9606.ENSP00000064571	9606.ENSP00000332773	422
9606.ENSP00000064571	9606.ENSP00000332773	422
9606.ENSP00000244050	9606.ENSP00000333568	484
9606.ENSP00000244050	9606.ENSP00000333568	484
9606.ENSP00000310111	9606.ENSP00000333568	453
9606.ENSP00000310111	9606.ENSP00000333568	453
9606.ENSP00000264360	9606.ENSP00000333591	469
9606.ENSP00000264360	9606.ENSP00000333591	469
9606.ENSP00000282356	9606.ENSP00000334785	532
9606.ENSP00000282356	9606.ENSP00000334785	532
9606.ENSP00000265634	9606.ENSP00000335076	523
9606.ENSP00000265634	9606.ENSP00000335076	523
9606.ENSP00000311165	9606.ENSP00000338774	415
9606.ENSP00000311165	9606.ENSP00000338774	415
9606.ENSP00000323588	9606.ENSP00000338774	712
9606.ENSP00000323588	9606.ENSP00000338774	712
9606.ENSP00000333275	9606.ENSP00000338774	405
9606.ENSP00000333275	9606.ENSP00000338774	405
9606.ENSP00000245479	9606.ENSP00000339824	572
9606.ENSP00000245479	9606.ENSP00000339824	572
9606.ENSP00000264122	9606.ENSP00000339824	673
9606.ENSP00000264122	9606.ENSP00000339824	673
9606.ENSP00000307046	9606.ENSP00000339824	924
9606.ENSP00000307046	9606.ENSP00000339824	924
9606.ENSP00000323588	9606.ENSP00000339824	439
9606.ENSP00000323588	9606.ENSP00000339824	439
9606.ENSP00000223215	9606.ENSP00000340292	703
9606.ENSP00000223215	9606.ENSP00000340292	703
9606.ENSP00000245479	9606.ENSP00000340292	466
9606.ENSP00000245479	9606.ENSP00000340292	466
9606.ENSP00000263650	9606.ENSP00000340292	493
9606.ENSP00000263650	9606.ENSP00000340292	493
9606.ENSP00000278314	9606.ENSP00000340292	407
9606.ENSP00000278314	9606.ENSP00000340292	407
9606.ENSP00000312129	9606.ENSP00000340292	511
9606.ENSP00000312129	9606.ENSP00000340292	511
9606.ENSP00000323588	9606.ENSP00000340292	463
9606.ENSP00000323588	9606.ENSP00000340292	463
9606.ENSP00000220429	9606.ENSP00000340347	425
9606.ENSP00000220429	9606.ENSP00000340347	425
9606.ENSP00000222598	9606.ENSP00000340347	552
9606.ENSP00000222598	9606.ENSP00000340347	552
9606.ENSP00000263851	9606.ENSP00000340347	414
9606.ENSP00000263851	9606.ENSP00000340347	414
9606.ENSP00000282111	9606.ENSP00000340347	821
9606.ENSP00000282111	9606.ENSP00000340347	821
9606.ENSP00000284770	9606.ENSP00000340347	616
9606.ENSP00000284770	9606.ENSP00000340347	616
9606.ENSP00000311825	9606.ENSP00000340347	833
9606.ENSP00000311825	9606.ENSP00000340347	833
9606.ENSP00000332194	9606.ENSP00000340347	902
9606.ENSP00000332194	9606.ENSP00000340347	902
9606.ENSP00000245323	9606.ENSP00000341815	612
9606.ENSP00000245323	9606.ENSP00000341815	612
9606.ENSP00000222598	9606.ENSP00000342626	628
9606.ENSP00000222598	9606.ENSP00000342626	628
9606.ENSP00000245479	9606.ENSP00000342626	456
9606.ENSP00000245479	9606.ENSP00000342626	456
9606.ENSP00000264009	9606.ENSP00000342626	481
9606.ENSP00000264009	9606.ENSP00000342626	481
9606.ENSP00000272369	9606.ENSP00000342626	576
9606.ENSP00000272369	9606.ENSP00000342626	576
9606.ENSP00000281043	9606.ENSP00000342626	701
9606.ENSP00000281043	9606.ENSP00000342626	701
9606.ENSP00000302251	9606.ENSP00000342626	540
9606.ENSP00000302251	9606.ENSP00000342626	540
9606.ENSP00000323588	9606.ENSP00000342626	977
9606.ENSP00000323588	9606.ENSP00000342626	977
9606.ENSP00000280154	9606.ENSP00000344215	405
9606.ENSP00000280154	9606.ENSP00000344215	405
9606.ENSP00000338774	9606.ENSP00000344215	430
9606.ENSP00000338774	9606.ENSP00000344215	430
9606.ENSP00000332194	9606.ENSP00000344504	869
9606.ENSP00000332194	9606.ENSP00000344504	869
9606.ENSP00000332979	9606.ENSP00000345494	605
9606.ENSP00000332979	9606.ENSP00000345494	605
9606.ENSP00000052754	9606.ENSP00000347665	480
9606.ENSP00000052754	9606.ENSP00000347665	480
9606.ENSP00000226218	9606.ENSP00000347665	559
9606.ENSP00000226218	9606.ENSP00000347665	559
9606.ENSP00000231061	9606.ENSP00000347665	468
9606.ENSP00000231061	9606.ENSP00000347665	468
9606.ENSP00000304408	9606.ENSP00000347665	458
9606.ENSP00000304408	9606.ENSP00000347665	458
9606.ENSP00000307046	9606.ENSP00000347665	542
9606.ENSP00000307046	9606.ENSP00000347665	542
9606.ENSP00000318234	9606.ENSP00000347665	530
9606.ENSP00000318234	9606.ENSP00000347665	530
9606.ENSP00000325146	9606.ENSP00000347665	451
9606.ENSP00000325146	9606.ENSP00000347665	451
9606.ENSP00000309790	9606.ENSP00000348010	571
9606.ENSP00000309790	9606.ENSP00000348010	571
9606.ENSP00000328992	9606.ENSP00000348010	463
9606.ENSP00000328992	9606.ENSP00000348010	463
9606.ENSP00000222725	9606.ENSP00000349041	621
9606.ENSP00000222725	9606.ENSP00000349041	621
9606.ENSP00000216832	9606.ENSP00000349168	454
9606.ENSP00000216832	9606.ENSP00000349168	454
9606.ENSP00000231061	9606.ENSP00000349677	851
9606.ENSP00000231061	9606.ENSP00000349677	851
9606.ENSP00000262244	9606.ENSP00000350833	492
9606.ENSP00000262244	9606.ENSP00000350833	492
9606.ENSP00000335076	9606.ENSP00000350833	501
9606.ENSP00000335076	9606.ENSP00000350833	501
9606.ENSP00000245323	9606.ENSP00000350896	999
9606.ENSP00000245323	9606.ENSP00000350896	999
9606.ENSP00000263666	9606.ENSP00000350896	479
9606.ENSP00000263666	9606.ENSP00000350896	479
9606.ENSP00000332118	9606.ENSP00000350896	577
9606.ENSP00000332118	9606.ENSP00000350896	577
9606.ENSP00000341815	9606.ENSP00000350896	506
9606.ENSP00000341815	9606.ENSP00000350896	506
9606.ENSP00000222573	9606.ENSP00000354360	713
9606.ENSP00000222573	9606.ENSP00000354360	713
9606.ENSP00000327290	9606.ENSP00000354360	679
9606.ENSP00000327290	9606.ENSP00000354360	679
9606.ENSP00000267430	9606.ENSP00000354519	444
9606.ENSP00000267430	9606.ENSP00000354519	444
9606.ENSP00000282111	9606.ENSP00000354607	441
9606.ENSP00000282111	9606.ENSP00000354607	441
9606.ENSP00000323901	9606.ENSP00000354607	904
9606.ENSP00000323901	9606.ENSP00000354607	904
9606.ENSP00000322323	9606.ENSP00000354632	704
9606.ENSP00000322323	9606.ENSP00000354632	704
9606.ENSP00000322323	9606.ENSP00000354687	681
9606.ENSP00000322323	9606.ENSP00000354687	681
9606.ENSP00000351908	9606.ENSP00000354687	416
9606.ENSP00000351908	9606.ENSP00000354687	416
9606.ENSP00000354632	9606.ENSP00000354687	999
9606.ENSP00000354632	9606.ENSP00000354687	999
9606.ENSP00000070846	9606.ENSP00000354923	404
9606.ENSP00000070846	9606.ENSP00000354923	404
9606.ENSP00000336775	9606.ENSP00000354923	875
9606.ENSP00000336775	9606.ENSP00000354923	875
9606.ENSP00000354360	9606.ENSP00000354923	915
9606.ENSP00000354360	9606.ENSP00000354923	915
9606.ENSP00000354632	9606.ENSP00000354982	998
9606.ENSP00000354632	9606.ENSP00000354982	998
9606.ENSP00000354687	9606.ENSP00000354982	997
9606.ENSP00000354687	9606.ENSP00000354982	997
9606.ENSP00000348010	9606.ENSP00000355045	588
9606.ENSP00000348010	9606.ENSP00000355045	588
9606.ENSP00000322323	9606.ENSP00000355046	651
9606.ENSP00000322323	9606.ENSP00000355046	651
9606.ENSP00000354632	9606.ENSP00000355046	996
9606.ENSP00000354632	9606.ENSP00000355046	996
9606.ENSP00000354687	9606.ENSP00000355046	999
9606.ENSP00000354687	9606.ENSP00000355046	999
9606.ENSP00000354982	9606.ENSP00000355046	982
9606.ENSP00000354982	9606.ENSP00000355046	982
9606.ENSP00000340176	9606.ENSP00000355094	951
9606.ENSP00000340176	9606.ENSP00000355094	951
9606.ENSP00000322323	9606.ENSP00000355265	681
9606.ENSP00000322323	9606.ENSP00000355265	681
9606.ENSP00000354632	9606.ENSP00000355265	999
9606.ENSP00000354632	9606.ENSP00000355265	999
9606.ENSP00000354687	9606.ENSP00000355265	945
9606.ENSP00000354687	9606.ENSP00000355265	945
9606.ENSP00000354982	9606.ENSP00000355265	905
9606.ENSP00000354982	9606.ENSP00000355265	905
9606.ENSP00000355046	9606.ENSP00000355265	957
9606.ENSP00000355046	9606.ENSP00000355265	957
9606.ENSP00000343144	9606.ENSP00000355652	446
9606.ENSP00000343144	9606.ENSP00000355652	446
9606.ENSP00000336775	9606.ENSP00000356515	481
9606.ENSP00000336775	9606.ENSP00000356515	481
9606.ENSP00000354360	9606.ENSP00000356515	916
9606.ENSP00000354360	9606.ENSP00000356515	916
9606.ENSP00000354923	9606.ENSP00000356515	939
9606.ENSP00000354923	9606.ENSP00000356515	939
9606.ENSP00000317333	9606.ENSP00000356940	422
9606.ENSP00000317333	9606.ENSP00000356940	422
9606.ENSP00000305161	9606.ENSP00000357113	601
9606.ENSP00000305161	9606.ENSP00000357113	601
9606.ENSP00000345494	9606.ENSP00000357113	437
9606.ENSP00000345494	9606.ENSP00000357113	437
9606.ENSP00000345468	9606.ENSP00000358644	464
9606.ENSP00000345468	9606.ENSP00000358644	464
9606.ENSP00000341805	9606.ENSP00000359216	436
9606.ENSP00000341805	9606.ENSP00000359216	436
9606.ENSP00000349168	9606.ENSP00000359216	667
9606.ENSP00000349168	9606.ENSP00000359216	667
9606.ENSP00000355094	9606.ENSP00000359216	850
9606.ENSP00000355094	9606.ENSP00000359216	850
9606.ENSP00000354923	9606.ENSP00000359225	518
9606.ENSP00000354923	9606.ENSP00000359225	518
9606.ENSP00000356515	9606.ENSP00000359225	695
9606.ENSP00000356515	9606.ENSP00000359225	695
9606.ENSP00000267430	9606.ENSP00000359454	551
9606.ENSP00000267430	9606.ENSP00000359454	551
9606.ENSP00000304408	9606.ENSP00000359603	402
9606.ENSP00000304408	9606.ENSP00000359603	402
9606.ENSP00000318234	9606.ENSP00000359603	463
9606.ENSP00000318234	9606.ENSP00000359603	463
9606.ENSP00000325146	9606.ENSP00000359603	468
9606.ENSP00000325146	9606.ENSP00000359603	468
9606.ENSP00000348395	9606.ENSP00000360147	494
9606.ENSP00000348395	9606.ENSP00000360147	494
9606.ENSP00000245479	9606.ENSP00000360231	795
9606.ENSP00000245479	9606.ENSP00000360231	795
9606.ENSP00000266744	9606.ENSP00000360231	410
9606.ENSP00000266744	9606.ENSP00000360231	410
9606.ENSP00000281043	9606.ENSP00000360231	517
9606.ENSP00000281043	9606.ENSP00000360231	517
9606.ENSP00000281437	9606.ENSP00000360231	631
9606.ENSP00000281437	9606.ENSP00000360231	631
9606.ENSP00000317333	9606.ENSP00000360231	459
9606.ENSP00000317333	9606.ENSP00000360231	459
9606.ENSP00000301459	9606.ENSP00000360526	649
9606.ENSP00000301459	9606.ENSP00000360526	649
9606.ENSP00000311825	9606.ENSP00000360526	931
9606.ENSP00000311825	9606.ENSP00000360526	931
9606.ENSP00000332194	9606.ENSP00000360526	612
9606.ENSP00000332194	9606.ENSP00000360526	612
9606.ENSP00000221496	9606.ENSP00000360687	442
9606.ENSP00000221496	9606.ENSP00000360687	442
9606.ENSP00000231061	9606.ENSP00000360687	523
9606.ENSP00000231061	9606.ENSP00000360687	523
9606.ENSP00000245479	9606.ENSP00000360687	936
9606.ENSP00000245479	9606.ENSP00000360687	936
9606.ENSP00000311165	9606.ENSP00000360687	477
9606.ENSP00000311165	9606.ENSP00000360687	477
9606.ENSP00000355652	9606.ENSP00000361009	451
9606.ENSP00000355652	9606.ENSP00000361009	451
9606.ENSP00000052754	9606.ENSP00000361818	953
9606.ENSP00000052754	9606.ENSP00000361818	953
9606.ENSP00000212355	9606.ENSP00000361818	450
9606.ENSP00000212355	9606.ENSP00000361818	450
9606.ENSP00000226218	9606.ENSP00000361818	810
9606.ENSP00000226218	9606.ENSP00000361818	810
9606.ENSP00000233156	9606.ENSP00000361818	930
9606.ENSP00000233156	9606.ENSP00000361818	930
9606.ENSP00000259486	9606.ENSP00000361818	658
9606.ENSP00000259486	9606.ENSP00000361818	658
9606.ENSP00000284987	9606.ENSP00000361818	778
9606.ENSP00000284987	9606.ENSP00000361818	778
9606.ENSP00000307046	9606.ENSP00000361818	948
9606.ENSP00000307046	9606.ENSP00000361818	948
9606.ENSP00000357131	9606.ENSP00000361818	405
9606.ENSP00000357131	9606.ENSP00000361818	405
9606.ENSP00000264716	9606.ENSP00000362410	535
9606.ENSP00000264716	9606.ENSP00000362410	535
9606.ENSP00000332194	9606.ENSP00000362410	602
9606.ENSP00000332194	9606.ENSP00000362410	602
9606.ENSP00000334785	9606.ENSP00000362410	644
9606.ENSP00000334785	9606.ENSP00000362410	644
9606.ENSP00000339824	9606.ENSP00000362410	557
9606.ENSP00000339824	9606.ENSP00000362410	557
9606.ENSP00000308012	9606.ENSP00000362981	818
