ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0050804,modulation of chemical synaptic transmission,28/188,493/18888,0.056795131845841784,5.706098139916275,10.616323764933417,8.55356465547566e-14,1.4499344807921062e-10,1.0738152058481563e-10,STX1A/VGF/CD38/ACHE/S100B/PRKCG/SYN1/CHRM1/CACNG2/SHANK1/GRIN1/MAPT/SLC8A2/CSPG5/SYP/DLGAP3/OTOF/CPLX1/ARC/SYN3/CPLX2/CACNA1B/KCNB1/SLC18A3/SLC8A3/UNC13A/SHANK2/GRIA3,28
GO:0099177,regulation of trans-synaptic signaling,28/188,494/18888,0.05668016194331984,5.694547333965027,10.601290057233104,8.991841741346395e-14,1.4499344807921062e-10,1.0738152058481563e-10,STX1A/VGF/CD38/ACHE/S100B/PRKCG/SYN1/CHRM1/CACNG2/SHANK1/GRIN1/MAPT/SLC8A2/CSPG5/SYP/DLGAP3/OTOF/CPLX1/ARC/SYN3/CPLX2/CACNA1B/KCNB1/SLC18A3/SLC8A3/UNC13A/SHANK2/GRIA3,28
GO:0006887,exocytosis,23/188,348/18888,0.06609195402298851,6.64013206162876,10.647892098978046,7.518114971157664e-13,8.081973593994489e-10,5.985474691072539e-10,STX1A/SMPD3/PRKCG/ANK1/SYN1/PTGDS/CSPG5/IL13RA2/IL4R/SYK/SYP/S100A13/OTOF/STXBP5L/CPLX1/SYT5/CPLX2/KCNB1/BRSK2/LAT2/UNC13A/NAPB/BTK,23
GO:0045055,regulated exocytosis,19/188,225/18888,0.08444444444444445,8.483971631205673,11.32328074404521,1.1401238528870512e-12,9.19224856390185e-10,6.807739532107155e-10,STX1A/PRKCG/SYN1/PTGDS/CSPG5/IL13RA2/IL4R/SYK/SYP/S100A13/OTOF/CPLX1/SYT5/CPLX2/KCNB1/LAT2/UNC13A/NAPB/BTK,19
GO:0099003,vesicle-mediated transport in synapse,18/188,221/18888,0.08144796380090498,8.182920958890922,10.76959997230778,8.477425199997655e-12,5.467939253998488e-9,4.049532163956775e-9,STX1A/PRKCG/SYN1/EFNB2/CSPG5/BSN/SYP/GRIP2/OTOF/CPLX1/PLD1/SYT5/ARC/SYN3/CPLX2/BRSK2/UNC13A/NAPB,18
GO:0023061,signal release,24/188,487/18888,0.049281314168377825,4.95119926602298,8.857523473609874,1.1223639780437597e-10,6.032706381985208e-8,4.4677962564584046e-8,STX1A/VGF/CD38/SMPD3/PRKCG/SYN1/CSPG5/VIP/CXCL12/SYK/SYP/OTOF/GJA1/CPLX1/SYT5/SYN3/CPLX2/KCNB1/SLC18A3/BRSK2/OPRM1/UNC13A/NAPB/BTK,24
GO:0099504,synaptic vesicle cycle,15/188,199/18888,0.07537688442211055,7.572971239174596,9.346195252702069,1.4580440812746866e-9,6.717417374444092e-7,4.974890256259044e-7,STX1A/PRKCG/SYN1/CSPG5/BSN/SYP/OTOF/CPLX1/PLD1/SYT5/SYN3/CPLX2/BRSK2/UNC13A/NAPB,15
GO:0007269,neurotransmitter secretion,13/188,144/18888,0.09027777777777778,9.070035460992909,9.746869757829849,2.094964207753956e-9,7.506955077785009e-7,5.559618464787984e-7,STX1A/PRKCG/SYN1/CSPG5/SYP/OTOF/CPLX1/SYT5/SYN3/CPLX2/SLC18A3/UNC13A/NAPB,13
GO:0099643,signal release from synapse,13/188,144/18888,0.09027777777777778,9.070035460992909,9.746869757829849,2.094964207753956e-9,7.506955077785009e-7,5.559618464787984e-7,STX1A/PRKCG/SYN1/CSPG5/SYP/OTOF/CPLX1/SYT5/SYN3/CPLX2/SLC18A3/UNC13A/NAPB,13
GO:0016079,synaptic vesicle exocytosis,11/188,96/18888,0.11458333333333333,11.511968085106384,10.353156044862063,2.9950786706313105e-9,9.659128712785975e-7,7.153508951223624e-7,STX1A/PRKCG/SYN1/CSPG5/SYP/OTOF/CPLX1/SYT5/CPLX2/UNC13A/NAPB,11
GO:0002448,mast cell mediated immunity,9/188,55/18888,0.16363636363636364,16.440232108317215,11.497807353371929,3.391794649142267e-9,9.94412522134892e-7,7.364576132922299e-7,PTGDS/IL13RA2/IL4R/SYK/S100A13/CPLX2/LAT2/BTK/SPON2,9
GO:0017157,regulation of exocytosis,14/188,188/18888,0.07446808510638298,7.481665912177455,8.955387346680215,6.125335758861469e-9,1.6461839851940197e-6,1.219156740075147e-6,STX1A/SMPD3/PRKCG/SYN1/CSPG5/IL13RA2/IL4R/SYK/SYP/STXBP5L/CPLX1/SYT5/CPLX2/KCNB1,14
GO:0006836,neurotransmitter transport,14/188,206/18888,0.06796116504854369,6.827928114026028,8.432876188422362,1.9709689439197594e-8,4.8895191108778645e-6,3.621156707493064e-6,STX1A/PRKCG/SYN1/CHAT/CSPG5/SYP/OTOF/CPLX1/SYT5/SYN3/CPLX2/SLC18A3/UNC13A/NAPB,14
GO:0048167,regulation of synaptic plasticity,14/188,216/18888,0.06481481481481481,6.511820330969267,8.168947786065992,3.5858708831215146e-8,8.260309712904918e-6,6.117549649475726e-6,VGF/CD38/S100B/PRKCG/GRIN1/MAPT/SLC8A2/SYP/ARC/CPLX2/KCNB1/SLC18A3/SLC8A3/SHANK2,14
GO:0043303,mast cell degranulation,8/188,52/18888,0.15384615384615385,15.456628477905074,10.466800889736902,4.295103053826673e-8,9.234471565727346e-6,6.839009704654542e-6,PTGDS/IL13RA2/IL4R/SYK/S100A13/CPLX2/LAT2/BTK,8
GO:0002279,mast cell activation involved in immune response,8/188,55/18888,0.14545454545454545,14.613539651837522,10.137532597712815,6.774556138470708e-8,1.3151358441094334e-5,9.739839184934488e-6,PTGDS/IL13RA2/IL4R/SYK/S100A13/CPLX2/LAT2/BTK,8
GO:0045161,neuronal ion channel clustering,5/188,12/18888,0.4166666666666667,41.861702127659576,14.196840521833364,6.932499023212517e-8,1.3151358441094334e-5,9.739839184934488e-6,SPTBN4/GLDN/CNTN2/KCNB1/NRCAM,5
