"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005178","integrin binding",0.0545454545454545,"157/18522",0.0764331210191083,6.4349739432542,7.49801158213725,3.91923431905903e-07,0.000184987859859586,0.000160894882571897,"ICAM5/CXCL12/FGF1/SPP1/TGFBI/TSPAN8/ITGA7/GPNMB/NRG1/EDIL3/SYK/SVEP1",12
"GO:0032052","bile acid binding",0.0136363636363636,"10/18522",0.3,25.2572727272727,8.41219983607609,0.0001865180006969,0.0440182481644685,0.0382852738272585,"PYGL/AKR1C1/AKR1C3",3
"GO:0008083","growth factor activity",0.0363636363636364,"162/18522",0.0493827160493827,4.15757575757576,4.42557014519497,0.000720497882342709,0.0767869026948039,0.0667861107292005,"CXCL12/FGF1/VGF/GDF15/FGF5/OSGIN1/PDGFC/NRG1",8
"GO:0043394","proteoglycan binding",0.0181818181818182,"36/18522",0.111111111111111,9.35454545454546,5.50106634870685,0.000846750411637704,0.0767869026948039,0.0667861107292005,"PTPRC/APOE/GPNMB/HPSE2",4
"GO:0030594","neurotransmitter receptor activity",0.0272727272727273,"98/18522",0.0612244897959184,5.15454545454545,4.52104542960646,0.00111317419768458,0.0767869026948039,0.0667861107292005,"GRIK5/HTR2B/GRIN1/HTR1D/CHRM2/GABRD",6
"GO:0043395","heparan sulfate proteoglycan binding",0.0136363636363636,"18/18522",0.166666666666667,14.0318181818182,6.06460801520484,0.00118233472319631,0.0767869026948039,0.0667861107292005,"PTPRC/APOE/HPSE2",3
"GO:0005518","collagen binding",0.0227272727272727,"68/18522",0.0735294117647059,6.19050802139037,4.70124999019638,0.00128257602628823,0.0767869026948039,0.0667861107292005,"ACHE/LOX/TGFBI/LUM/C1QTNF1",5
"GO:0004867","serine-type endopeptidase inhibitor activity",0.0272727272727273,"101/18522",0.0594059405940594,5.0014401440144,4.42094071689372,0.00130147292703057,0.0767869026948039,0.0667861107292005,"PAPLN/SERPINE1/PI3/SPINK5/CD109/SERPINI1",6
"GO:0004993","G protein-coupled serotonin receptor activity",0.0136363636363636,"22/18522",0.136363636363636,11.4805785123967,5.39268450187414,0.00215465896865406,0.112999892578302,0.0982826897982552,"HTR2B/HTR1D/CHRM2",3
"GO:0015079","potassium ion transmembrane transporter activity",0.0318181818181818,"158/18522",0.0443037974683544,3.72997698504028,3.77831504798462,0.00284750205309506,0.134402096906087,0.116897452706008,"SLC12A3/ATP1A3/GRIK5/KCNT1/KCNK1/KCNJ11/SLC12A8",7
"GO:0005201","extracellular matrix structural constituent",0.0318181818181818,"166/18522",0.0421686746987952,3.55021905805038,3.61856840782927,0.00374193620668882,0.149852987372208,0.130336005966015,"TGFBI/MATN3/LUM/ECM1/HMCN2/EDIL3/LAMB3",7
"GO:0008066","glutamate receptor activity",0.0136363636363636,"27/18522",0.111111111111111,9.35454545454546,4.76290392536883,0.00391780330196216,0.149852987372208,0.130336005966015,"GRIK5/GRIN1/GRM7",3
"GO:0004866","endopeptidase inhibitor activity",0.0318181818181818,"169/18522",0.0414201183431953,3.48719741796665,3.56118355298531,0.00412730685559047,0.149852987372208,0.130336005966015,"PAPLN/SERPINE1/PI3/C3/SPINK5/CD109/SERPINI1",7
"GO:0030414","peptidase inhibitor activity",0.0318181818181818,"176/18522",0.0397727272727273,3.3485020661157,3.43218640471334,0.00514305494768611,0.17339442395056,0.150811385684029,"PAPLN/SERPINE1/PI3/C3/SPINK5/CD109/SERPINI1",7
