"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","12/178","157/8546",0.0764331210191083,3.66964860802977,4.92384110000722,0.000101441722539992,0.0276935902534179,0.0261612863392612,"25937/6591/5522/1741/5054/2246/23418/4609/51176/5521/4086/7004",12
"hsa04082",NA,NA,"hsa04082","Neuroactive ligand signaling","12/178","199/8546",0.0603015075376884,2.89514990683756,3.94511891917721,0.000897588727113791,0.122520861251032,0.115741704285726,"1103/43/2901/2770/3357/5031/2902/3352/1129/6572/2563/2917",12
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","17/178","362/8546",0.0469613259668508,2.25467130175678,3.55759608301217,0.00141127813834817,0.128426310589683,0.121320401366772,"5522/1277/5618/2246/6446/6696/3679/4609/2250/1944/56034/5521/2264/6850/1129/5649/3914",17
"hsa04930","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","5/178","47/8546",0.106382978723404,5.10757829309108,4.11818700066749,0.00279999721498891,0.191099809922993,0.180526136229548,"8913/5602/3098/9021/3767",5
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","16/178","370/8546",0.0432432432432432,2.07616155481324,3.08647733857339,0.00441154573174368,0.240870396953205,0.22754288511099,"2901/7434/5618/84634/718/7425/3357/7432/57105/5031/2902/3352/1129/283869/2563/2917",16
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","5/178","67/8546",0.0746268656716418,3.58292805634748,3.09551271575494,0.0126401875351378,0.468646838319956,0.442716311503332,"5214/2821/2026/3939/3098",5
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","5/178","71/8546",0.0704225352112676,3.38107295458142,2.93823969698789,0.015950635642597,0.468646838319956,0.442716311503332,"5214/3939/4609/9123/3098",5
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","11/178","254/8546",0.0433070866141732,2.07922675395913,2.54656703828258,0.0170099738697603,0.468646838319956,0.442716311503332,"8913/2246/5136/7852/3357/2250/56034/57105/2264/2902/1129",11
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","6/178","103/8546",0.058252427184466,2.79677102650813,2.67558130325985,0.0203450567103992,0.468646838319956,0.442716311503332,"5522/5054/5602/718/2770/5521",6
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","5/178","78/8546",0.0641025641025641,3.07764333045232,2.68833304094664,0.0230455332548746,0.468646838319956,0.442716311503332,"5602/718/2770/715/716",5
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","10/178","232/8546",0.0431034482758621,2.06944982564897,2.40854405959421,0.02304841522047,0.468646838319956,0.442716311503332,"6387/2246/7852/3679/2250/56034/10788/2934/2264/1129",10
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","10/178","238/8546",0.0420168067226891,2.01727882164102,2.32132226353679,0.0269062638260235,0.468646838319956,0.442716311503332,"10235/5337/5602/2246/2250/1944/56034/2114/2264/2902",10
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","6/178","110/8546",0.0545454545454545,2.61879468845761,2.4921548671467,0.0270916217789778,0.468646838319956,0.442716311503332,"5214/5054/2026/112399/3939/3098",6
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","6/178","115/8546",0.0521739130434783,2.50493404982902,2.36963820296715,0.0327271348290374,0.468646838319956,0.442716311503332,"64386/6559/5337/1839/6446/2770",6
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","3/178","34/8546",0.0882352941176471,4.23628552544613,2.75756450836629,0.0331454019816512,0.468646838319956,0.442716311503332,"5214/3098/4351",3
