"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050804","modulation of chemical synaptic transmission",0.10337552742616,"493/18888",0.0993914807302231,3.960561789098,10.6867164073574,1.71039980657443e-16,3.69712993677958e-13,3.23039756418571e-13,"SYN3/SHANK1/CACNG5/CACNG2/SHANK2/CPLX2/NEFH/SLC8A2/UNC13A/S100B/SYN1/CPLX1/CACNA1B/DRD2/VGF/GRIN1/CELF4/SYT7/SLC8A3/SLC18A3/PLPPR4/CHRM1/GRM2/ACHE/JPH3/GRIK5/DLGAP3/CSPG5/SLC1A1/ARC/INA/CUX2/STX1A/CHRM2/LRFN2/PRKCG/SYP/ADGRB1/CLSTN2/OTOF/CHRNB2/AKAP12/JPH4/MAP1A/MAP1B/GRIA3/CAMKV/ERC2/SNAP25",49
"GO:0099177","regulation of trans-synaptic signaling",0.10337552742616,"494/18888",0.0991902834008097,3.95254445754113,10.6688699349407,1.85598892408614e-16,3.69712993677958e-13,3.23039756418571e-13,"SYN3/SHANK1/CACNG5/CACNG2/SHANK2/CPLX2/NEFH/SLC8A2/UNC13A/S100B/SYN1/CPLX1/CACNA1B/DRD2/VGF/GRIN1/CELF4/SYT7/SLC8A3/SLC18A3/PLPPR4/CHRM1/GRM2/ACHE/JPH3/GRIK5/DLGAP3/CSPG5/SLC1A1/ARC/INA/CUX2/STX1A/CHRM2/LRFN2/PRKCG/SYP/ADGRB1/CLSTN2/OTOF/CHRNB2/AKAP12/JPH4/MAP1A/MAP1B/GRIA3/CAMKV/ERC2/SNAP25",49
"GO:0050808","synapse organization",0.0991561181434599,"493/18888",0.0953346855983773,3.79890620586951,10.1031895308063,3.64692796035949e-15,4.8431203313574e-12,4.23171605786274e-12,"C3/ZDHHC15/SHANK1/SEZ6/KIF1A/CACNG2/SEZ6L/SHANK2/CNTN2/NRXN2/NEFH/SLC8A2/UNC13A/SYN1/GAP43/SNCB/DRD2/FILIP1/SLC8A3/SLC18A3/NRCAM/ACHE/DLGAP3/SLC1A1/ARC/INA/HMCN2/L1CAM/SPOCK2/LHFPL4/DNER/CUX2/LRFN2/CTNNA2/BSN/DRP2/BCAN/ICAM5/ADGRB1/SPTBN4/CLSTN2/CHRNB2/MAP1B/CAMKV/ERC2/SNAP25/NEDD9",47
"GO:0099003","vesicle-mediated transport in synapse",0.0590717299578059,"221/18888",0.126696832579186,5.04862821467438,9.71322305587849,1.93819246654519e-12,1.71408393832871e-09,1.49769488058894e-09,"SYN3/RPH3A/CPLX2/UNC13A/PLD1/SYN1/SNCB/CPLX1/HPCA/SYT5/SYT7/SNAP91/GRIK5/CSPG5/ARC/STX1A/BSN/PRKCG/SYP/GRIP2/SLC18A1/OTOF/STON2/AP3B2/NAPB/RAB3B/ERC2/SNAP25",28
"GO:0006836","neurotransmitter transport",0.0569620253164557,"206/18888",0.131067961165049,5.22280938920978,9.77732376106857,2.15120976195872e-12,1.71408393832871e-09,1.49769488058894e-09,"SYN3/CHAT/RPH3A/CPLX2/NRXN2/SLC6A11/UNC13A/SYN1/CPLX1/DRD2/SYT5/SYT7/SLC18A3/HRH3/GRIK5/CSPG5/SLC1A1/STX1A/PRKCG/SYP/PTPRN2/SLC18A1/OTOF/NAPB/RAB3B/ERC2/SNAP25",27
"GO:0099504","synaptic vesicle cycle",0.0527426160337553,"199/18888",0.125628140703518,5.0060428725908,9.11476950324061,3.6536960440939e-11,2.42605417327835e-08,2.11978470488044e-08,"SYN3/RPH3A/CPLX2/UNC13A/PLD1/SYN1/SNCB/CPLX1/SYT5/SYT7/SNAP91/GRIK5/CSPG5/STX1A/BSN/PRKCG/SYP/SLC18A1/OTOF/STON2/AP3B2/NAPB/RAB3B/ERC2/SNAP25",25
"GO:0007269","neurotransmitter secretion",0.0443037974683544,"144/18888",0.145833333333333,5.81118143459916,9.29819039387853,8.2073008286897e-11,4.08723581268747e-08,3.57125576848379e-08,"SYN3/RPH3A/CPLX2/NRXN2/UNC13A/SYN1/CPLX1/SYT5/SYT7/SLC18A3/HRH3/GRIK5/CSPG5/STX1A/PRKCG/SYP/PTPRN2/OTOF/NAPB/ERC2/SNAP25",21
"GO:0099643","signal release from synapse",0.0443037974683544,"144/18888",0.145833333333333,5.81118143459916,9.29819039387853,8.2073008286897e-11,4.08723581268747e-08,3.57125576848379e-08,"SYN3/RPH3A/CPLX2/NRXN2/UNC13A/SYN1/CPLX1/SYT5/SYT7/SLC18A3/HRH3/GRIK5/CSPG5/STX1A/PRKCG/SYP/PTPRN2/OTOF/NAPB/ERC2/SNAP25",21
"GO:0023061","signal release",0.0822784810126582,"487/18888",0.080082135523614,3.19112104592831,7.85971375872874,1.84368041053112e-10,8.16135861728445e-08,7.13105393874436e-08,"F2RL2/SYN3/NNAT/RPH3A/PTPRN/OPRM1/CPLX2/NRXN2/UNC13A/SYN1/CPLX1/SMPD3/DRD2/VGF/SYT5/SYT7/SLC18A3/HRH3/VIP/GRM2/MAOB/F2RL1/CXCL12/GRIK5/CSPG5/SYK/STX1A/PRKCG/GJA1/SYP/PTPRN2/OTOF/CHRNB2/SYT3/CHRM3/NAPB/GPR68/ERC2/SNAP25",39
"GO:0007409","axonogenesis",0.0780590717299578,"455/18888",0.0813186813186813,3.24039504798998,7.76120013280201,3.58982731871555e-10,1.43018720377627e-07,1.24963778347288e-07,"NFASC/EPHA10/CNTN2/NELL2/NEFH/S100B/GAP43/TBCE/DRD2/NDP/PLPPR4/MAP2/NRCAM/CXCL12/HMCN2/DPYSL5/KIAA0319/L1CAM/UNC5A/CTNNA2/MAP6/BMP7/CDK5R2/CHL1/ISLR2/ADGRB1/SPTBN4/NCAM1/CHRNB2/OLFM1/MAP1A/CYFIP2/KIF5C/MAP1B/KIF5A/GDF7/SNAP25",37
