"","Control1_Count","Control2_Count","Control3_Count","FIH22KO1_Count","FIH22KO2_Count","FIH22KO3_Count","FIH23KO1_Count","FIH23KO2_Count","FIH23KO3_Count"
"HALLMARK_ADIPOGENESIS",0.178954596765087,-0.136984603170769,-0.258590003803115,0.27458888239641,-0.214692819099095,0.238570382991211,0.0610915065807705,-0.0543759840600366,0.237613898268742
"HALLMARK_ALLOGRAFT_REJECTION",0.16719785916914,-0.190196665787577,-0.160175533808523,0.196399642239534,-0.112687552469478,0.292760839285313,-0.184920504724018,-0.0937620091600296,0.087591794328443
"HALLMARK_ANDROGEN_RESPONSE",-0.161671617828387,0.309129882397329,0.148512852896237,-0.0586601153353709,0.272499420715029,-0.085909030165472,-0.0600731172526454,0.122918992341213,-0.107549364466387
"HALLMARK_ANGIOGENESIS",-0.0401628721226994,-0.235522796982182,-0.247966507753836,0.105884903481152,0.0609064115187842,0.166574743464932,0.240135732750963,0.322823006119482,0.249129744040582
"HALLMARK_APICAL_JUNCTION",-0.321693570152551,-0.0262113752382088,-0.132785737752219,0.0445151746888622,0.103653918692624,0.00464243045174037,0.31916030016733,0.202992631810561,-0.0879416699282077
"HALLMARK_APICAL_SURFACE",-0.192991628516834,0.0567221680066408,-0.0296383477622609,-0.153248203380167,0.291121592688965,-0.182556072874169,0.241263342919867,0.153813828493747,-0.180940106426803
"HALLMARK_APOPTOSIS",-0.015048756105481,-0.203033810970517,-0.137394888836372,0.138850633073275,-0.0513081629839844,0.113905349823127,0.148943046301193,0.0603962840017296,0.231588619000284
"HALLMARK_BILE_ACID_METABOLISM",0.0222125989722879,-0.122037048325711,-0.142680705283912,0.111781490235163,-0.133279159840865,-0.00133239983182429,-0.0117347804133419,0.124926946472146,0.155505989728778
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.110293232993883,0.161915426152165,0.131249786816086,0.213741935257926,0.000770984346065179,0.167473295833475,0.12076673260284,-0.105958613860684,0.186820634083977
"HALLMARK_COAGULATION",-0.0217025251061722,-0.241679919146454,-0.259149358452904,0.231198391480738,0.0114948892237274,0.225192251261533,0.249216738993387,-0.044421523449858,0.221192024446993
"HALLMARK_COMPLEMENT",-0.00470465329593975,0.0140551486970633,-0.0104637912383457,-0.0146537021448004,-0.0351108971549347,0.0626907102429284,0.0664419002245849,0.195008097678369,0.252529947105085
"HALLMARK_DNA_REPAIR",0.39061583708276,-0.218740905925928,-0.141795903486284,0.274183413333304,-0.284276561908859,0.24007244140829,-0.146848323357694,-0.130118872420899,0.316644479067697
"HALLMARK_E2F_TARGETS",0.34542271855651,0.140334403487852,-0.0433845458745572,0.171032069855587,0.0485572373854299,0.0617917560800866,-0.322012952166227,-0.0605567999843984,0.137721751812558
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",-0.23409998278575,-0.120419811738929,-0.150919481135999,0.10865775170256,0.222146379057844,0.191735467137118,0.0821409755720958,0.0205022100485851,-0.0810077001768204
"HALLMARK_ESTROGEN_RESPONSE_EARLY",-0.299358347823639,-0.00759091962274594,0.0553804706012862,-0.134306086366314,0.225521778670506,0.038773504600591,0.331851053304258,0.323822624199238,-0.0579813284167164
"HALLMARK_ESTROGEN_RESPONSE_LATE",-0.0280830511986543,-0.0417315130875085,-0.0977335672593713,0.0560870775981147,-0.0267718238762148,0.0451619258382757,0.118639794130147,0.121500222974516,0.114275752290876
"HALLMARK_FATTY_ACID_METABOLISM",0.208671309062611,-0.0829894709697372,-0.157534206424588,0.270407535200214,-0.207335531167872,0.0450451104016125,-0.127234427744266,0.0297162794990835,0.20612418169147
"HALLMARK_G2M_CHECKPOINT",0.128830299118691,0.273824142315774,0.124831038659907,-0.0811690975998186,0.251478195296644,-0.0425445492376509,-0.193732633258214,0.127609421131178,-0.0927115182410731
"HALLMARK_GLYCOLYSIS",-0.0273711261214592,-0.151139001520638,-0.108647469208273,0.259697749855557,-0.0541828976540706,0.250866318571513,0.0617083267876591,0.0598086483379448,0.143489839427901
"HALLMARK_HEDGEHOG_SIGNALING",-0.50788641788754,0.340123689510542,0.3341418503513,-0.54813376675898,0.104380880821602,-0.14699837053139,0.52888283138057,0.480930521608535,0.0468659527623082
"HALLMARK_HEME_METABOLISM",-0.13454686443089,0.039835379826457,-0.105574605273578,-0.130646033836622,0.137675874380629,-0.0293463187862798,0.192150236447907,0.170097057874358,0.204061762259508
"HALLMARK_HYPOXIA",-0.255561985287957,-0.232124606887528,-0.150081898722251,0.178196739228488,0.145313606926958,0.235371606588662,0.297690304771357,0.140275855417497,0.211328370542797
"HALLMARK_IL2_STAT5_SIGNALING",-0.0823664612254986,0.0108284050425327,0.1357513016945,0.0852775560260267,0.0772006514504874,1.12679824012668e-05,0.153692286002823,-0.0484285462753393,-0.024991225151147
"HALLMARK_IL6_JAK_STAT3_SIGNALING",-0.0814251016266025,0.150296586694464,0.185231884381467,-0.119129486580325,-0.0341899502457345,0.0179263222002602,0.11904481966562,-0.119318464309575,-0.0314597682940639
"HALLMARK_INFLAMMATORY_RESPONSE",-0.19545910609243,-0.0234122467479979,-0.0101789374462899,-0.0470096472408957,0.150040176249546,0.059682458120856,0.102307744073523,0.135218561894059,0.0662859593907322
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.164504376647576,-0.124736446404499,-0.0697006953233021,-0.0655034623061449,0.0903453822348058,0.163168246067236,0.15943743961474,0.068241890900767,0.0665576353866723
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-0.108457166920922,-0.147353826230406,-0.177688110831191,0.0718243418176568,-0.0207513213893062,0.209173511232556,0.0507197852407496,0.0819188717302418,0.148174677162952
"HALLMARK_KRAS_SIGNALING_DN",-0.141789228974018,-0.149580195340544,-0.0372934671628856,0.00938098151476291,-0.0622629935493723,-0.0894223181822986,0.18856712381901,-0.064456052224949,-0.0766871371672436
"HALLMARK_KRAS_SIGNALING_UP",-0.221900637290812,-0.0199428165112756,-0.118491884384187,-0.0901015740621288,0.249836485946782,0.177215596527744,0.0123120845692409,0.211153091922922,0.127267108515816
