"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04082",NA,NA,"hsa04082","Neuroactive ligand signaling","28/371","199/8546",0.14070351758794,3.24111121645966,6.81434077687313,2.99982301304542e-08,9.20945665004943e-06,8.1468877617444e-06,"43/1103/1128/1129/1131/1132/1141/1813/2563/2775/2785/2892/2901/2902/2912/2917/11255/3352/3357/3359/4988/5031/5582/6570/6572/6505/6538/6530",28
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","14/371","79/8546",0.177215189873418,4.08215906376881,5.86277087116548,6.26762368961743e-06,0.000962080236356275,0.000851077322063841,"535/526/774/10815/10814/5864/6570/6572/6505/6538/6530/6616/6804/23025",14
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","14/371","86/8546",0.162790697674419,3.74989030276437,5.45982246686202,1.73337026044455e-05,0.00177381556652159,0.00156915623577086,"489/55799/10369/27092/27091/59283/1496/2697/3673/3675/3679/51176/6543/6547",14
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","17/371","132/8546",0.128787878787879,2.96663399493588,4.85074407047422,5.28978954859443e-05,0.00405991347854622,0.00359148869351938,"406/774/1813/2353/2775/2785/2892/3765/3798/3800/4129/5602/5521/5522/5526/5582/6570",17
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","15/371","116/8546",0.129310344827586,2.97866902128451,4.57075001473212,0.000138432989712977,0.0084997855683768,0.00751909712546277,"43/774/1103/1128/1129/1131/1132/1141/2353/2775/2785/3785/5293/5582/6572",15
"hsa00730","Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","5/371","15/8546",0.333333333333333,7.67834681042228,5.51459642175568,0.000314160076942719,0.0160745239369025,0.014219877166881,"205/26289/122481/249/84284",5
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","11/371","87/8546",0.126436781609195,2.91247637636707,3.81940138097246,0.00128277735969935,0.0520918905737695,0.0460816312979,"478/481/489/55799/10369/27092/27091/59283/6543/6547/84679",11
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","29/371","370/8546",0.0783783783783784,1.80544911488308,3.37417526097894,0.00142318864177424,0.0520918905737695,0.0460816312979,"117/624/718/1128/1129/1131/1132/1141/57105/1813/2150/2151/2563/2892/2901/2902/2912/2917/11255/3352/3357/84634/4988/5031/2834/5646/5739/7425/7432",29
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","22/371","254/8546",0.0866141732283465,1.99516098223571,3.42988579329689,0.00152712382789552,0.0520918905737695,0.0460816312979,"489/491/624/774/8913/1128/1129/1131/7852/57105/2246/2250/2264/2902/3357/4914/56034/113026/5582/6543/6547/7422",22
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","8/371","53/8546",0.150943396226415,3.4769872349082,3.85327716582692,0.00186807743996537,0.0573499774069367,0.0507330504748489,"478/481/491/624/793/5582/6543/6547",8
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","24/371","300/8546",0.08,1.84280323450135,3.16565996192632,0.00276393432213691,0.0707804812809166,0.0626139693827412,"774/8913/55799/10369/27092/27091/59283/1846/355/2246/2250/2264/2353/4254/84451/5602/9479/23542/7867/4914/56034/5582/10235/7422",24
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","15/371","154/8546",0.0974025974025974,2.24367276927924,3.31766748042267,0.00276666376342345,0.0707804812809166,0.0626139693827412,"478/481/489/491/55799/10369/27092/27091/59283/5521/5522/5526/11069/6543/6547",15
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","6/371","34/8546",0.176470588235294,4.06500713492944,3.81464606161527,0.00307802093011528,0.0726886481188763,0.064301975706052,"226/3098/3795/4351/5210/5214",6
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","11/371","99/8546",0.111111111111111,2.55944893680743,3.32457868771803,0.00363297804193534,0.0796660184910107,0.0704743108886706,"489/55799/10369/27092/27091/59283/3673/3675/3679/6543/6547",11
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","27/371","362/8546",0.074585635359116,1.71808312608896,2.97402971967824,0.0041172834342396,0.0842670676207704,0.0745445000725485,"1026/1128/1129/1297/54541/2057/2246/2250/2264/2785/3673/3675/3679/4254/3910/3914/4914/56034/118788/5293/5521/5522/5526/6446/6850/7097/7422",27
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","12/371","116/8546",0.103448275862069,2.38293521702761,3.19459752773559,0.00439184435830361,0.0842685136249506,0.0745457792396272,"2775/2785/2892/2901/2902/2912/2917/5337/5582/50944/22941/6505",12
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","11/371","103/8546",0.106796116504854,2.4600528615916,3.17568856472241,0.00492826871455388,0.0885371505542425,0.0783219092850834,"624/718/355/2353/2775/5602/5293/5521/5522/5054/7097",11
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","12/371","119/8546",0.100840336134454,2.32286121995968,3.09563947872407,0.0053949851130223,0.0885371505542425,0.0783219092850834,"330/3627/355/2353/3600/3976/5602/4318/5293/79651/7185/7412",12
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","11/371","105/8546",0.104761904761905,2.413194711847,3.10383631949114,0.00570049586679424,0.0885371505542425,0.0783219092850834,"489/55799/10369/27092/27091/59283/3673/3675/3679/6543/6547",11
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","19/371","232/8546",0.0818965517241379,1.88649038014685,2.91616516094327,0.00576789254425033,0.0885371505542425,0.0783219092850834,"624/729/1128/1129/1131/1132/6387/7852/26999/2246/2250/2264/2934/10788/3673/3675/3679/56034/5293",19
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","11/371","110/8546",0.1,2.30350404312668,2.93116014746538,0.00805101962252034,0.114657657886131,0.101428684157798,"226/1026/112399/2026/3098/3939/5214/5293/5582/5054/7422",11
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","14/371","157/8546",0.089171974522293,2.05408003845692,2.83966707303776,0.00821650968565106,0.114657657886131,0.101428684157798,"330/655/656/23418/1496/1741/2246/151449/51176/50855/5521/5522/5054/25937",14
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","18/371","226/8546",0.079646017699115,1.83464923788851,2.70891679176702,0.0093838532708097,0.123664167332826,0.109396040363,"117/478/481/489/491/1128/1129/1813/2353/2892/2902/3352/5602/5143/5293/5337/11069/7432",18
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","8/371","69/8546",0.115942028985507,2.67072932536427,2.96830591195281,0.00966755705533492,0.123664167332826,0.109396040363,"23237/2353/2892/2902/4129/5582/6570/6804",8
"hsa04911","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","9/371","86/8546",0.104651162790698,2.41064376606281,2.80078973293813,0.0119631166042239,0.146907071899869,0.129957224584832,"117/478/481/1131/5582/5864/11069/6616/6804",9
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","19/371","251/8546",0.0756972111553785,1.74368831949829,2.5475266368155,0.0128977455048383,0.152292610384052,0.134721390293452,"113146/127829/330/834/26999/2353/3798/3800/51176/5602/5293/7097/7100/8797/8795/7277/7280/347733/10382",19
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","9/371","89/8546",0.101123595505618,2.32938611102698,2.68557374706658,0.0147705104550069,0.16218832291752,0.143475355092474,"960/1297/3673/3675/3679/3910/3914/9900/22987",9
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","5/371","34/8546",0.147058823529412,3.38750594577454,2.97144174620054,0.0147924203312396,0.16218832291752,0.143475355092474,"8553/79365/406/4783/6096",5
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","8/371","75/8546",0.106666666666667,2.45707097933513,2.69987157714633,0.0155984883499857,0.165128824946401,0.146076587814749,"575/1026/355/5054/83667/8797/8795/25946",8
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","9/371","91/8546",0.0989010989010989,2.27819081188353,2.61131154732098,0.0168944025206449,0.172886052461266,0.152938801765838,"774/2563/2775/2785/3765/4988/5138/5143/5582",9
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","9/371","92/8546",0.0978260869565217,2.2534278682761,2.57490521019213,0.0180363417356387,0.178241577586592,0.157676416997568,"1813/2697/3357/56034/5582/7277/7280/347733/10382",9
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","6/371","49/8546",0.122448979591837,2.82061719566533,2.72259460041326,0.018578926653977,0.178241577586592,0.157676416997568,"1813/2902/2912/4129/8787/6570",6
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","5/371","37/8546",0.135135135135135,3.11284330152255,2.74364550186543,0.0208531919995931,0.193997877087124,0.171614785833972,"2150/355/3910/5582/7412",5
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","5/371","38/8546",0.131578947368421,3.03092637253511,2.67283004498162,0.023185322446657,0.209349823268344,0.185195454837075,"478/481/5293/5582/6446",5
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","9/371","97/8546",0.0927835051546392,2.13727179259177,2.39964273339954,0.0246012412134639,0.215788030072384,0.190890834077404,"117/8913/2353/2775/2785/2892/2902/3765/5582",9
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","10/371","115/8546",0.0869565217391304,2.0030469940232,2.30690528475926,0.0274919038545647,0.229427749749501,0.202956829882981,"774/2775/2785/3352/3357/3359/3765/4129/5582/6570",10
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","9/371","99/8546",0.0909090909090909,2.09409458466062,2.3324928778733,0.0276509014356076,0.229427749749501,0.202956829882981,"1606/1608/2353/5602/56034/5293/5337/5582/204962",9
