"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","4/45","105/8542",0.0380952380952381,7.23132275132275,4.67529134810753,0.00218099550644176,0.338054303498473,0.338054303498473,"1303/255631/1293/1357",4
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","3/45","105/8542",0.0285714285714286,5.42349206349206,3.31889632397498,0.0176260145975442,0.547623962551487,0.547623962551487,"84433/4050/7124",3
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","5/45","300/8542",0.0166666666666667,3.1637037037037,2.77632254287203,0.0200167474755098,0.547623962551487,0.547623962551487,"3481/4217/4804/7124/7424",5
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","3/45","119/8542",0.0252100840336134,4.78543417366947,3.02610217378827,0.024471076268285,0.547623962551487,0.547623962551487,"4217/7124/7424",3
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","5/45","362/8542",0.0138121546961326,2.62185389809699,2.29465379653697,0.0405230671639444,0.547623962551487,0.547623962551487,"1293/3481/4804/63923/7424",5
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/45","66/8542",0.0303030303030303,5.75218855218855,2.82031726640646,0.0470518405408698,0.547623962551487,0.547623962551487,"6097/7124",2
"hsa03265","Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","1/45","12/8542",0.0833333333333333,15.8185185185185,3.73808096159485,0.0614555912586737,0.547623962551487,0.547623962551487,"4804",1
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","4/45","298/8542",0.0134228187919463,2.54794929157345,1.97935493823094,0.0707774436854068,0.547623962551487,0.547623962551487,"4050/4804/7124/7293",4
"hsa00533","Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","1/45","14/8542",0.0714285714285714,13.5587301587302,3.42226755408203,0.0713326269575058,0.547623962551487,0.547623962551487,"8534",1
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","3/45","184/8542",0.016304347826087,3.09492753623188,2.09052103619616,0.0722401785389925,0.547623962551487,0.547623962551487,"25791/9423/54437",3
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/45","15/8542",0.0666666666666667,12.6548148148148,3.28761296204952,0.0762329590150703,0.547623962551487,0.547623962551487,"6489",1
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","2/45","88/8542",0.0227272727272727,4.31414141414141,2.27409738508081,0.0781327916094792,0.547623962551487,0.547623962551487,"5104/7035",2
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","2/45","89/8542",0.0224719101123595,4.26566791510612,2.25366519120134,0.0796687671020346,0.547623962551487,0.547623962551487,"1293/63923",2
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","1/45","16/8542",0.0625,11.8638888888889,3.16519485454818,0.0811080049684331,0.547623962551487,0.547623962551487,"4128",1
"hsa00603","Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/45","16/8542",0.0625,11.8638888888889,3.16519485454818,0.0811080049684331,0.547623962551487,0.547623962551487,"6489",1
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","3/45","198/8542",0.0151515151515152,2.87609427609428,1.9436940917917,0.0857284436957494,0.547623962551487,0.547623962551487,"4613/4804/8013",3
"hsa00910","Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","1/45","17/8542",0.0588235294117647,11.1660130718954,3.05320341419683,0.0859578923454466,0.547623962551487,0.547623962551487,"1373",1
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","2/45","95/8542",0.0210526315789474,3.99625730994152,2.13706371649439,0.0890804269513415,0.547623962551487,0.547623962551487,"4050/7124",2
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","3/45","203/8542",0.0147783251231527,2.80525451559934,1.8943371691797,0.0907918506264173,0.547623962551487,0.547623962551487,"1293/63923/7424",3
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","3/45","204/8542",0.0147058823529412,2.79150326797386,1.88464497874707,0.091819560739852,0.547623962551487,0.547623962551487,"7855/3481/7124",3
