"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","26/224","370/8542",0.0702702702702703,2.67968146718147,5.42041483946684,3.95616088084851e-06,0.000706432263818791,0.000642735189031376,"117/718/1128/1129/1131/1132/1141/57105/1813/2150/2151/2563/2892/2901/2902/2912/11255/3352/3357/84634/283869/4988/5031/2834/7425/7432",26
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","14/224","132/8542",0.106060606060606,4.04450757575758,5.78462138598405,8.56467494548351e-06,0.000706432263818791,0.000642735189031376,"774/775/84699/1813/2353/2892/3765/3798/3800/4129/5521/5522/5582/6570",14
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","13/224","116/8542",0.112068965517241,4.27362992610837,5.82527941427464,9.88864733181481e-06,0.000706432263818791,0.000642735189031376,"43/774/775/1103/1128/1129/1131/1132/1141/84699/2353/5582/6572",13
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","10/224","69/8542",0.144927536231884,5.52665631469979,6.1951578471548,1.10389476065346e-05,0.000706432263818791,0.000642735189031376,"23237/775/84699/2353/2892/2902/4129/5582/6570/6804",10
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","11/224","86/8542",0.127906976744186,4.87759551495017,5.93059346841687,1.36905477484262e-05,0.000706432263818791,0.000642735189031376,"775/55799/10369/27091/1496/2697/3673/3679/51176/6543/6547",11
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","12/224","157/8542",0.0764331210191083,2.91469517743403,3.97344172739933,0.000841780221621322,0.0267744213328679,0.0243602446235396,"655/656/23418/1496/1741/2246/51176/50855/5521/5522/5054/25937",12
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","10/224","115/8542",0.0869565217391304,3.31599378881988,4.10316258227796,0.000846444774416398,0.0267744213328679,0.0243602446235396,"774/775/3352/3357/3359/3765/4129/5582/6570/121278",10
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","10/224","116/8542",0.0862068965517241,3.28740763546798,4.07034054297838,0.000905467386597954,0.0267744213328679,0.0243602446235396,"775/2892/2901/2902/2912/5337/5582/50944/22941/6505",10
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","9/224","98/8542",0.0918367346938776,3.50209548104956,4.08800780361447,0.00103720272408531,0.0267744213328679,0.0243602446235396,"478/491/775/8913/84699/3777/51305/5138/5582",9
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","8/224","79/8542",0.10126582278481,3.86166365280289,4.19313528704226,0.00103776826871581,0.0267744213328679,0.0243602446235396,"774/10815/10814/6570/6572/6505/6804/23025",8
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","6/224","49/8542",0.122448979591837,4.66946064139942,4.22706205873192,0.00165700636398233,0.0388643310824945,0.0353600401117759,"84699/1813/2902/2912/4129/6570",6
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","8/224","87/8542",0.0919540229885057,3.50656814449918,3.85612628655708,0.00194370067739099,0.0417895645639063,0.0380215132507185,"478/775/55799/10369/27091/6543/6547/84679",8
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","11/224","154/8542",0.0714285714285714,2.72385204081633,3.54241998195184,0.00236573734427827,0.0428960688738701,0.0390282470782253,"478/491/775/55799/10369/27091/84699/5521/5522/6543/6547",11
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","14/224","226/8542",0.0619469026548673,2.36227876106195,3.40589987809709,0.00245025314601109,0.0428960688738701,0.0390282470782253,"117/478/491/775/1128/1129/84699/1813/2353/2892/2902/3352/5337/7432",14
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","6/224","53/8542",0.113207547169811,4.31704851752022,3.97493841117484,0.00249395749266686,0.0428960688738701,0.0390282470782253,"478/491/793/5582/6543/6547",6
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","15/224","254/8542",0.0590551181102362,2.25200365579303,3.32404195131106,0.00275415804273736,0.04441079843914,0.0404063976006863,"491/774/775/8913/1128/1129/1131/7852/57105/2246/2902/3357/5582/6543/6547",15
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","8/224","97/8542",0.0824742268041237,3.14506627393225,3.48654814729983,0.00384646176033991,0.0583757137745704,0.053112134523579,"117/775/8913/2353/2892/2902/3765/5582",8
"hsa05033","Human Diseases","Substance dependence","hsa05033","Nicotine addiction","5/224","41/8542",0.121951219512195,4.65047909407666,3.84481721484006,0.00411750832841085,0.0590176193738888,0.053696161241849,"774/1141/2563/2892/2902",5
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","8/224","99/8542",0.0808080808080808,3.08152958152958,3.41838285788269,0.00435821513183879,0.0591799738954952,0.0538438766980638,"775/55799/10369/27091/3673/3679/6543/6547",8
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","8/224","105/8542",0.0761904761904762,2.90544217687075,3.22377936533382,0.00621169959448836,0.0801309247688998,0.0729057373458371,"775/55799/10369/27091/3673/3679/6543/6547",8
"hsa04911","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","7/224","86/8542",0.0813953488372093,3.10392441860465,3.21784991934102,0.0072161859975785,0.0886559993988215,0.0806621291959902,"117/478/775/1131/84699/5582/6804",7
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","10/224","157/8542",0.0636942675159236,2.42891264786169,2.965329002098,0.00820788907586506,0.096256153707872,0.0875769982735841,"575/63982/834/1846/4035/84465/5031/6446/286046/343702",10
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","7/224","92/8542",0.0760869565217391,2.90149456521739,3.009051077236,0.0103174793822027,0.113495595572757,0.103262006579865,"1813/2697/3357/5582/7277/7280/10382",7
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","8/224","115/8542",0.0695652173913043,2.6527950310559,2.92819728634037,0.0105577298207216,0.113495595572757,0.103262006579865,"84699/2353/10893/64386/5337/5582/6446/6559",8
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","4/224","41/8542",0.0975609756097561,3.72038327526132,2.86520650526648,0.0218377442677015,0.225365520842679,0.205044925124102,"29958/4129/51268/6472",4
